,title,yes_disaster
1219,"G.D.P., California Wildfires, Migrants: Your Friday Evening Briefing",1
1220,Large Swathes of Southern California Are in Ruins Thanks to the Catastrophic Thomas Fire,1
1221,Floods. Wildfires. Yet Few Candidates Are Running on Climate Change.,1
1222,Devastating Wildfires Continue to Wreak Havoc Across Southern California,1
1223,California's worst fire season just got even more terrifying,1
1224,More Victims of the California Wildfires: Avocados and Lemons,0
1225,California Fires Grow to Largest in State History,1
1226,"California Today: California Today: Amid Wildfires, Bad Air Becomes a Threat, Too",1
1227,California wildfire declared 'largest in state's history',1
1228,California Today: California Today: Introducing Our New Correspondent,0
1229,"California wildfires: More than 1,000 believed missing",1
1230,California wildfires: Santa Barbara threatened by Thomas fire,1
1231,Rescuers rally on social media to save horses from wildfires,1
1232,California Power Company Tied to Last Year’s Deadly Camp Fire Is Filing For Bankruptcy,1
1233,"Driving Through Flames, Breathing Through Blankets: 9 Tales From Californians Who Fled the Wildfires",1
1234,Can We Afford to Keep Rebuilding in the Line of Wildfires?,1
1235,"Trump Threatens to Cut off Federal Wildfire Aid to California in Ill-Informed, Typo-Laden Tweet",1
1236,Striking aerial photos show severity of California wildfires,1
1237,Fleeing the California Wildfires: What to Take and When to Evacuate,1
1238,How to help victims of the Southern California wildfires,1
1239,Surreal scenes of devastation across Southern California from unrelenting wildfires,1
1240,'A horrendous battle': Dry conditions fuel California wildfires,1
1241,The combustible mix behind Southern California's terrifying wildfires,1
1242,9 Million in the Southwest Face Flooding From Tropical Depression Rosa,1
1243,"California Today: California Today: Surviving Two Mass Shootings, and Then Deploying",0
1244,Your Tweets Can Help Map the Spread of Wildfire Smoke,1
1245,Everyone's sharing this video of a man saving a rabbit from the California wildfires,0
1246,California Today: California Today: A Move to Mandate 100% Carbon-Free Electricity,0
1247,California wildfires: Death toll rises to 25,1
1248,California wildfires: Camp Fire nearly fully contained,1
1249,"No, these photos are not from the California wildfires",0
1250,California wildfires: Businesses face ruin as blaze rages,1
1251,California wildfires: Air quality rated 'world's worst',1
1252,"Folks, I'm Not Sure This Plan to Blow All the Wildfire Smoke Into Canada Is Gonna Work",0
1253,"California Today: California Today: Amid Another Blaze, Firefighters Ask for More Funding",1
1254,Photos and video show terrifying spread of California's Thomas Fire,1
1255,"Behind Most Wildfires, a Person and a Spark: ‘We Bring Fire With Us’",1
1256,"California Wildfires, Brexit, Yellowstone: Your Thursday Evening Briefing",1
1257,"California Wildfires, Amazon, Midterms: Your Tuesday Evening Briefing",1
1258,Two dead amid California heavy rains and mudslides,1
1259,Vets use fish skin to heal bears injured in California wildfires,1
1260,How California erupted in flames overnight,1
1261,Forest Fires and Dank Weed Are Pushing These Cuties Toward Extinction,0
1262,"California Wildfires, Nancy Pelosi, China: Your Monday Evening Briefing",1
1263,California Today: California Today: Here’s What’s Been Different About Fires This Year,1
1264,California's Wildfires Have Spawned a Truly Weird New Conspiracy Theory,1
1265,‘All That Matters Is We’re Alive’: California Fire Evacuees Crowd Into Shelters,1
1266,Stephen Colbert slams Donald Trump's tweet blaming wildfires on 'poor' forest management,1
1267,A mom in California came up a genius solution to save her valuables from the wildfires,1
1268,California fire: Deadly blazes continues to grow,1
1269,Kim Kardashian and Alyssa Milano flee homes,0
1270,California Today: California Today: U.C.L.A. Players Credit Trump With An Assist,0
1271,"Alabama, Salma Hayek, Net Neutrality: Your Thursday Briefing",0
1272,California Today: California Today: A Vigil for Montecito’s Mudslide Victims,0
1273,"It's finally raining in Southern California, but there's a big problem",1
1274,"Wildfire smoke from California has reached New York City, 3,000 miles away",1
1275,"Jerusalem, Harvey Weinstein, Christine Keeler: Your Wednesday Briefing",0
1276,Verizon lifts data speed caps for wildfire responders amid backlash,1
1277,A State in Flames: The California Wildfires in Photos,1
1278,California Today: California Today: When Skyscraper Was a Dirty Word,1
1279,California Today: California Today: Senators Vent Their Frustration About Guns,0
1280,"As Fires Rage in California, a Housing Crisis Only Adds to the Woes",1
1281,"Two Raging Wildfires North of Los Angeles Could Force 75,000 Homes to Evacuate",1
1282,A ‘Perfectly Imperfect’ Life: The Victims of the California Wildfires,1
1283,Northern California Sheriff Releases List of Missing in Wildfires,1
1284,Residents Flee as Wildfire Threatens Northern California City,1
1285,"Facebook, California Wildfires, Michael Avenatti: Your Thursday Briefing",1
1286,California wildfires: Number of missing leaps to 600,1
1287,"Clearly, the climate crisis is upon us",1
1288,California Wildfires Scorch Thousands of Acres and Send Residents Fleeing,1
1289,"California Wildfires, Elections, Nafta: Your Monday Evening Briefing",1
1290,California mudslides: Before and after,1
1291,California Today: California Today: Ferguson Fire Forces Largest Closing of Yosemite in Decades,1
1292,California wildfires: Death toll rises to 31 with 200 missing,1
1293,Dramatic astronaut photos show extreme fires burning in California,1
1294,Airbnb hosts offer free housing to evacuees displaced by California wildfires,1
1295,California Today: California Today: Outlier Fires Are Becoming the Norm,1
1296,California wildfires: Concern over rain in search efforts,1
1297,California wildfires: Finland bemused by Trump raking comment,1
1298,Record-breaking California fire is almost the size of Los Angeles,1
1299,"California just had its hottest month on record, and that means more wildfires",1
1300,"As Inmates, They Fight California’s Fires. As Ex-Convicts, Their Firefighting Prospects Wilt.",1
1301,California Today: Experts on Fire Season 2018: Dealing With the ‘New Normal’,1
1302,California Thomas fire becomes largest in state's history,1
1303,California Today: California Today: A Special California Fires Edition,1
1304,The Very High Costs of Climate Risk,1
1305,NASA's high altitude ER-2 scans California's wildfires,1
1306,Before and after photos show the devastation of the California wildfires,1
1307,Elon Musk is playing superhero again. This time with the California wildfires.,0
1308,Is Smoke From California's Fires Getting Worse? Hard to Tell,1
1309,What's the best way to escape from a wildfire?,1
1310,California wildfires: Trump to visit state's deadliest wildfire,1
1311,"Apple's Donation to Wildfire Relief Is Great, But It's Just a Drop In the Bucket",1
1312,'Goat Fund Me' Campaign Wants to Raise Money for Firefighting Goats,1
1313,San Francisco skies turn orange as wildfires return to Northern California,1
1314,California wildfires: At least 42 are killed in deadliest blaze,1
1315,News anchor's 'farting' slip-up brings hot air to report on wildfires,1
1316,California wildfires: Thanksgiving hope from ashes of Paradise,1
1317,‘I Didn’t Know If I Was Gonna Make It’: Wildfires Rage in California,1
1318,Neil Young and Miley Cyrus Among Celebrities Who Lost Homes in California Wildfires,1
1319,Photos show the surreal devastation from Southern California's wildfires,1
1320,Plant a Tree Whenever Trump Says Something Misinformed About the Environment With Treespond,0
1321,California Today: California Today: Lessons From Montecito’s Neighbor,0
1322,California wildfires now larger than New York City and Boston combined,1
1323,Thursday is one of the most dangerous wildfire days in recent Southern California history,1
1324,Mangled cars show the raw destructive power of California mudslides,1
1325,Thousands Forced to Evacuate as Catastrophic Wildfires Continue to Ravage California,1
1326,California Today: California Today: A Weekend of Fires,1
1327,Donald Trump's first tweet about the California wildfires blamed the victims,1
1328,Wildfires around the world: The photos that explain the flames,1
1329,California Today: California Today: Dark Depictions of a Sunny State,1
1330,Watch the moment 2 highway patrol officers discover California's devastating mudslides,1
1331,California Today: California Today: Should Shelter Dogs Be Vegan?,0
1332,California Today: California Today: 4 Takeaways From the State’s Democratic Convention,0
1333,California Today: California Today: A Pulitzer Brings Bittersweet Pride to Santa Rosa,0
1334,California Today: California Today: The Beverly Hills Affordable Housing Loophole,0
1335,The Political Playbook of a Bankrupt California Utility,0
1336,California's Mendocino Complex fire just became the largest wildfire in state history,1
1337,"California Today: California Today: In the Wake of the Fires, Memories of a War Zone",1
1338,How to Help Those Affected by the California Fires,1
1339,Firefighters battle intense wildfires ravaging southern California,1
1340,"Meet Molekule, the sleekest air purifier on the market",0
1341,"California wildfire will burn for the rest of August, say officials",1
1342,Southern California Could Be in for More Deadly Mudslides,1
1343,Winter in LA: The joy of rain in a city famed for its sunshine,1
1344,Terrifying footage shows Southern California fires nipping at a highway,1
1345,Scary video shows Prius 'bobsledding' down a powerful mudslide,1
1346,"California's Camp Fire becomes deadliest in state history, and numbers may grow",1
1347,PG&E Corp files for Chapter 11 bankruptcy protection,1
1348,Report: The White House Is Using California Wildfires as a Pretext to Seize Control of State Water Laws,1
1349,"Exxon sued for stoking drought, floods, and wildfires",1
1350,"California, Midterms, Armistice Day: Your Weekend Briefing",1
1351,Unhealthy air has become common,1
1352,"As the World Burns, There Will Be Fewer Firefighters to Share",1
1353,California Wildfires Updates: 42 Dead in Camp Fire and Toll Expected to Rise,1
1354,We have some bad news about the future of the terrible wildfires in the Western U.S.,1
1355,"Aftermath Video Shows Wildfire Turned Paradise Into an Eerie, Apocalyptic Hellscape",1
1356,Utility stocks plummet as California wildfires spread,1
1357,Smoke From California’s Wildfires Reached All the Way to New York City,1
1358,"Trent Franks, Brexit, ‘The Crown’: Your Friday Briefing",0
1359,"California Today: California Today: Traffic Is Terrible, but Californians Keep Buying Cars",0
1360,California Today: California Today: Readers Respond to Our Los Angeles Coverage,0
1361,California's Woolsey Fire has left a burn scar so big you can see it from space,1
1362,"Jerusalem, Franken, Wildfires: Your Wednesday Evening Briefing",0
1363,Blackouts Criticized as Utilities’ Self-Protection When California Fire Risk Is High,1
1364,"Indoor Vaping Bans, Trump's New AG, and the Home Button: Best Gizmodo Stories of the Week",0
1365,The Largest Wildfire in California's History Is Finally Out,1
1366,California Today: California Today: Fears of a Higher Death Toll Near Paradise,0
1367,California Today: California Today: Sexual Misconduct Claims Roil the State’s Democratic Party,0
1368,First fatality confirmed as raging wildfires spread across Southern California - Washington Post,1
1369,CNN Meteorologist Explains Why President Trump is So Wrong About California's Wildfires,1
1370,Finland's President Denies Having Conversation About 'Raking' With Trump,0
1371,California Today: California Today: Want Snow? Don’t Go Looking in the Sierra Nevada.,0
1372,Trump says administration in contact with California officials over wildfires,1
1373,Wildfires lead to hellish scenes for Los Angeles commuters,1
1374,"California Today: California Today: The East L.A. Walkouts, 50 Years Later",1
1375,Firefighters begin to turn the tide on Southern California wildfires - Los Angeles Times,1
1376,"Violent wildfire jumps a major river, enters California city home to over 90,000",1
1377,The 10 deadliest wildfires in US history,1
1378,Flames once again return to California's wine country,1
1379,Heat relief on the way for California firefighters,1
1380,Glacier National Park Is on Fire,1
1381,A fire tornado hit California. Here's how it happened.,1
1382,California's Thomas Fire Is Now the Largest Wildfire in Official State History,1
1383,What Happened When the California Wildfires Engulfed Our Headquarters,1
